property	url	status	title
stroke-size	https://drafts.fxtf.org/fill-stroke/#propdef-stroke-size	ED	CSS Fill and Stroke Module Level 3
stroke-size	https://www.w3.org/TR/2017/WD-fill-stroke-3-20170413/#propdef-stroke-size	FPWD	CSS Fill and Stroke Module Level 3
stroke-width	https://drafts.fxtf.org/fill-stroke/#propdef-stroke-width	ED	CSS Fill and Stroke Module Level 3
stroke-width	https://svgwg.org/specs/strokes/#StrokeWidthProperty	ED	SVG Strokes
stroke-width	https://www.w3.org/TR/2015/WD-svg-strokes-20150409/#StrokeWidthProperty	FPWD	SVG Strokes
stroke-width	https://www.w3.org/TR/2017/WD-fill-stroke-3-20170413/#propdef-stroke-width	FPWD	CSS Fill and Stroke Module Level 3
tab-size	https://www.w3.org/TR/2021/CRD-css-text-3-20210422/#propdef-tab-size	CRD	CSS Text Module Level 3
tab-size	https://www.w3.org/TR/2022/WD-css-text-4-20220318/#propdef-tab-size	WD	CSS Text Module Level 4
table-layout	http://www.w3.org/TR/2011/REC-CSS2-20110607/tables.html#propdef-table-layout	REC	CSS 2.1
table-layout	https://www.w3.org/TR/2019/WD-css-tables-3-20190727/#propdef-table-layout	WD	CSS Table Module Level 3
text-align	http://www.w3.org/TR/2011/REC-CSS2-20110607/text.html#propdef-text-align	REC	CSS 2.1
text-align	https://www.w3.org/TR/2021/CRD-css-text-3-20210422/#propdef-text-align	CRD	CSS Text Module Level 3
text-align	https://www.w3.org/TR/2022/WD-css-text-4-20220318/#propdef-text-align	WD	CSS Text Module Level 4
text-align-all	https://www.w3.org/TR/2021/CRD-css-text-3-20210422/#propdef-text-align-all	CRD	CSS Text Module Level 3
text-align-all	https://www.w3.org/TR/2022/WD-css-text-4-20220318/#propdef-text-align-all	WD	CSS Text Module Level 4
text-align-last	https://www.w3.org/TR/2021/CRD-css-text-3-20210422/#propdef-text-align-last	CRD	CSS Text Module Level 3
text-align-last	https://www.w3.org/TR/2022/WD-css-text-4-20220318/#propdef-text-align-last	WD	CSS Text Module Level 4
text-combine-upright	https://www.w3.org/TR/2019/CR-css-writing-modes-4-20190730/#propdef-text-combine-upright	CR	CSS Writing Modes Level 4
text-combine-upright	https://www.w3.org/TR/2019/REC-css-writing-modes-3-20191210/#propdef-text-combine-upright	REC	CSS Writing Modes Level 3
text-decoration	http://www.w3.org/TR/2011/REC-CSS2-20110607/text.html#propdef-text-decoration	REC	CSS 2.1
text-decoration	https://www.w3.org/TR/2019/CR-css-text-decor-3-20190813/#propdef-text-decoration	CR	CSS Text Decoration Module Level 3
text-decoration	https://www.w3.org/TR/2020/WD-css-text-decor-4-20200506/#propdef-text-decoration	WD	CSS Text Decoration Module Level 4
text-decoration-color	https://www.w3.org/TR/2019/CR-css-text-decor-3-20190813/#propdef-text-decoration-color	CR	CSS Text Decoration Module Level 3
text-decoration-color	https://www.w3.org/TR/2020/WD-css-text-decor-4-20200506/#propdef-text-decoration-color	WD	CSS Text Decoration Module Level 4
text-decoration-line	https://www.w3.org/TR/2019/CR-css-text-decor-3-20190813/#propdef-text-decoration-line	CR	CSS Text Decoration Module Level 3
text-decoration-line	https://www.w3.org/TR/2020/WD-css-text-decor-4-20200506/#propdef-text-decoration-line	WD	CSS Text Decoration Module Level 4
text-decoration-skip	https://www.w3.org/TR/2020/WD-css-text-decor-4-20200506/#propdef-text-decoration-skip	WD	CSS Text Decoration Module Level 4
text-decoration-skip-box	https://www.w3.org/TR/2020/WD-css-text-decor-4-20200506/#propdef-text-decoration-skip-box	WD	CSS Text Decoration Module Level 4
text-decoration-skip-ink	https://www.w3.org/TR/2020/WD-css-text-decor-4-20200506/#propdef-text-decoration-skip-ink	WD	CSS Text Decoration Module Level 4
text-decoration-skip-inset	https://www.w3.org/TR/2020/WD-css-text-decor-4-20200506/#propdef-text-decoration-skip-inset	WD	CSS Text Decoration Module Level 4
text-decoration-skip-self	https://www.w3.org/TR/2020/WD-css-text-decor-4-20200506/#propdef-text-decoration-skip-self	WD	CSS Text Decoration Module Level 4
text-decoration-skip-spaces	https://www.w3.org/TR/2020/WD-css-text-decor-4-20200506/#propdef-text-decoration-skip-spaces	WD	CSS Text Decoration Module Level 4
text-decoration-style	https://www.w3.org/TR/2019/CR-css-text-decor-3-20190813/#propdef-text-decoration-style	CR	CSS Text Decoration Module Level 3
text-decoration-style	https://www.w3.org/TR/2020/WD-css-text-decor-4-20200506/#propdef-text-decoration-style	WD	CSS Text Decoration Module Level 4
text-decoration-thickness	https://www.w3.org/TR/2020/WD-css-text-decor-4-20200506/#propdef-text-decoration-thickness	WD	CSS Text Decoration Module Level 4
text-edge	https://www.w3.org/TR/2020/WD-css-inline-3-20200827/#propdef-text-edge	WD	CSS Inline Layout Module Level 3
text-emphasis	https://www.w3.org/TR/2019/CR-css-text-decor-3-20190813/#propdef-text-emphasis	CR	CSS Text Decoration Module Level 3
text-emphasis	https://www.w3.org/TR/2020/WD-css-text-decor-4-20200506/#propdef-text-emphasis	WD	CSS Text Decoration Module Level 4
text-emphasis-color	https://www.w3.org/TR/2019/CR-css-text-decor-3-20190813/#propdef-text-emphasis-color	CR	CSS Text Decoration Module Level 3
text-emphasis-color	https://www.w3.org/TR/2020/WD-css-text-decor-4-20200506/#propdef-text-emphasis-color	WD	CSS Text Decoration Module Level 4
text-emphasis-position	https://www.w3.org/TR/2019/CR-css-text-decor-3-20190813/#propdef-text-emphasis-position	CR	CSS Text Decoration Module Level 3
text-emphasis-position	https://www.w3.org/TR/2020/WD-css-text-decor-4-20200506/#propdef-text-emphasis-position	WD	CSS Text Decoration Module Level 4
text-emphasis-skip	https://www.w3.org/TR/2020/WD-css-text-decor-4-20200506/#propdef-text-emphasis-skip	WD	CSS Text Decoration Module Level 4
text-emphasis-style	https://www.w3.org/TR/2019/CR-css-text-decor-3-20190813/#propdef-text-emphasis-style	CR	CSS Text Decoration Module Level 3
text-emphasis-style	https://www.w3.org/TR/2020/WD-css-text-decor-4-20200506/#propdef-text-emphasis-style	WD	CSS Text Decoration Module Level 4
text-group-align	https://www.w3.org/TR/2022/WD-css-text-4-20220318/#propdef-text-group-align	WD	CSS Text Module Level 4
text-indent	http://www.w3.org/TR/2011/REC-CSS2-20110607/text.html#propdef-text-indent	REC	CSS 2.1
text-indent	https://www.w3.org/TR/2021/CRD-css-text-3-20210422/#propdef-text-indent	CRD	CSS Text Module Level 3
text-indent	https://www.w3.org/TR/2022/WD-css-text-4-20220318/#propdef-text-indent	WD	CSS Text Module Level 4
text-justify	https://www.w3.org/TR/2021/CRD-css-text-3-20210422/#propdef-text-justify	CRD	CSS Text Module Level 3
text-justify	https://www.w3.org/TR/2022/WD-css-text-4-20220318/#propdef-text-justify	WD	CSS Text Module Level 4
text-orientation	https://www.w3.org/TR/2019/CR-css-writing-modes-4-20190730/#propdef-text-orientation	CR	CSS Writing Modes Level 4
text-orientation	https://www.w3.org/TR/2019/REC-css-writing-modes-3-20191210/#propdef-text-orientation	REC	CSS Writing Modes Level 3
text-overflow	https://www.w3.org/TR/2018/REC-css-ui-3-20180621/#propdef-text-overflow	REC	CSS Basic User Interface Module Level 3 (CSS3 UI)
text-overflow	https://www.w3.org/TR/2021/WD-css-overflow-3-20211223/#propdef-text-overflow	WD	CSS Overflow Module Level 3
text-shadow	https://www.w3.org/TR/2019/CR-css-text-decor-3-20190813/#propdef-text-shadow	CR	CSS Text Decoration Module Level 3
text-shadow	https://www.w3.org/TR/2020/WD-css-text-decor-4-20200506/#propdef-text-shadow	WD	CSS Text Decoration Module Level 4
text-space-collapse	https://www.w3.org/TR/2022/WD-css-text-4-20220318/#propdef-text-space-collapse	WD	CSS Text Module Level 4
text-space-trim	https://www.w3.org/TR/2022/WD-css-text-4-20220318/#propdef-text-space-trim	WD	CSS Text Module Level 4
text-spacing	https://www.w3.org/TR/2022/WD-css-text-4-20220318/#propdef-text-spacing	WD	CSS Text Module Level 4
text-transform	http://www.w3.org/TR/2011/REC-CSS2-20110607/text.html#propdef-text-transform	REC	CSS 2.1
text-transform	https://www.w3.org/TR/2021/CRD-css-text-3-20210422/#propdef-text-transform	CRD	CSS Text Module Level 3
text-transform	https://www.w3.org/TR/2022/WD-css-text-4-20220318/#propdef-text-transform	WD	CSS Text Module Level 4
text-underline-offset	https://www.w3.org/TR/2020/WD-css-text-decor-4-20200506/#propdef-text-underline-offset	WD	CSS Text Decoration Module Level 4
text-underline-position	https://www.w3.org/TR/2019/CR-css-text-decor-3-20190813/#propdef-text-underline-position	CR	CSS Text Decoration Module Level 3
text-underline-position	https://www.w3.org/TR/2020/WD-css-text-decor-4-20200506/#propdef-text-underline-position	WD	CSS Text Decoration Module Level 4
text-wrap	https://www.w3.org/TR/2022/WD-css-text-4-20220318/#propdef-text-wrap	WD	CSS Text Module Level 4
top	http://www.w3.org/TR/2011/REC-CSS2-20110607/visuren.html#propdef-top	REC	CSS 2.1
top	https://www.w3.org/TR/2021/WD-css-position-3-20211216/#propdef-top	WD	CSS Positioned Layout Module Level 3
transform	https://www.w3.org/TR/2019/CR-css-transforms-1-20190214/#propdef-transform	CR	CSS Transforms Module Level 1
transform-box	https://www.w3.org/TR/2019/CR-css-transforms-1-20190214/#propdef-transform-box	CR	CSS Transforms Module Level 1
transform-origin	https://www.w3.org/TR/2019/CR-css-transforms-1-20190214/#propdef-transform-origin	CR	CSS Transforms Module Level 1
transform-style	https://www.w3.org/TR/2021/WD-css-transforms-2-20211109/#propdef-transform-style	WD	CSS Transforms Module Level 2
transition	https://www.w3.org/TR/2018/WD-css-transitions-1-20181011/#propdef-transition	WD	CSS Transitions
transition-delay	https://www.w3.org/TR/2018/WD-css-transitions-1-20181011/#propdef-transition-delay	WD	CSS Transitions
transition-duration	https://www.w3.org/TR/2018/WD-css-transitions-1-20181011/#propdef-transition-duration	WD	CSS Transitions
transition-property	https://www.w3.org/TR/2018/WD-css-transitions-1-20181011/#propdef-transition-property	WD	CSS Transitions
transition-timing-function	https://www.w3.org/TR/2018/WD-css-transitions-1-20181011/#propdef-transition-timing-function	WD	CSS Transitions
translate	https://www.w3.org/TR/2021/WD-css-transforms-2-20211109/#propdef-translate	WD	CSS Transforms Module Level 2
unicode-bidi	http://www.w3.org/TR/2011/REC-CSS2-20110607/visuren.html#propdef-unicode-bidi	REC	CSS 2.1
unicode-bidi	https://www.w3.org/TR/2019/CR-css-writing-modes-4-20190730/#propdef-unicode-bidi	CR	CSS Writing Modes Level 4
unicode-bidi	https://www.w3.org/TR/2019/REC-css-writing-modes-3-20191210/#propdef-unicode-bidi	REC	CSS Writing Modes Level 3
user-select	https://www.w3.org/TR/2021/WD-css-ui-4-20210316/#propdef-user-select	WD	CSS Basic User Interface Module Level 4
vertical-align	http://www.w3.org/TR/2011/REC-CSS2-20110607/visudet.html#propdef-vertical-align	REC	CSS 2.1
vertical-align	https://www.w3.org/TR/2020/WD-css-inline-3-20200827/#propdef-vertical-align	WD	CSS Inline Layout Module Level 3
visibility	http://www.w3.org/TR/2011/REC-CSS2-20110607/visufx.html#propdef-visibility	REC	CSS 2.1
visibility	https://www.w3.org/TR/2021/CRD-css-display-3-20210903/#propdef-visibility	CRD	CSS Display Module Level 3
voice-balance	https://www.w3.org/TR/2020/CR-css-speech-1-20200310/#voice-balance	CR	CSS Speech Module
voice-duration	https://www.w3.org/TR/2020/CR-css-speech-1-20200310/#voice-duration	CR	CSS Speech Module
voice-family	http://www.w3.org/TR/2011/REC-CSS2-20110607/aural.html#propdef-voice-family	REC	CSS 2.1
voice-family	https://www.w3.org/TR/2020/CR-css-speech-1-20200310/#voice-family	CR	CSS Speech Module
voice-pitch	https://www.w3.org/TR/2020/CR-css-speech-1-20200310/#voice-pitch	CR	CSS Speech Module
voice-range	https://www.w3.org/TR/2020/CR-css-speech-1-20200310/#voice-range	CR	CSS Speech Module
voice-rate	https://www.w3.org/TR/2020/CR-css-speech-1-20200310/#voice-rate	CR	CSS Speech Module
voice-stress	https://www.w3.org/TR/2020/CR-css-speech-1-20200310/#voice-stress	CR	CSS Speech Module
voice-volume	https://www.w3.org/TR/2020/CR-css-speech-1-20200310/#voice-volume	CR	CSS Speech Module
volume	http://www.w3.org/TR/2011/REC-CSS2-20110607/aural.html#propdef-volume	REC	CSS 2.1
white-space	http://www.w3.org/TR/2011/REC-CSS2-20110607/text.html#propdef-white-space	REC	CSS 2.1
white-space	https://www.w3.org/TR/2021/CRD-css-text-3-20210422/#propdef-white-space	CRD	CSS Text Module Level 3
white-space	https://www.w3.org/TR/2022/WD-css-text-4-20220318/#propdef-white-space	WD	CSS Text Module Level 4
widows	http://www.w3.org/TR/2011/REC-CSS2-20110607/page.html#propdef-widows	REC	CSS 2.1
widows	https://www.w3.org/TR/2018/CR-css-break-3-20181204/#propdef-widows	CR	CSS Fragmentation Module Level 3
widows	https://www.w3.org/TR/2018/WD-css-break-4-20181218/#propdef-widows	FPWD	CSS Fragmentation Module Level 4
width	http://www.w3.org/TR/2011/REC-CSS2-20110607/visudet.html#propdef-width	REC	CSS 2.1
width	https://www.w3.org/TR/2021/WD-css-sizing-3-20211217/#propdef-width	WD	CSS Box Sizing Module Level 3
will-change	https://www.w3.org/TR/2015/CR-css-will-change-1-20151203/#propdef-will-change	CR	CSS Will Change Module Level 1
word-boundary-detection	https://www.w3.org/TR/2022/WD-css-text-4-20220318/#propdef-word-boundary-detection	WD	CSS Text Module Level 4
word-boundary-expansion	https://www.w3.org/TR/2022/WD-css-text-4-20220318/#propdef-word-boundary-expansion	WD	CSS Text Module Level 4
word-break	https://www.w3.org/TR/2021/CRD-css-text-3-20210422/#propdef-word-break	CRD	CSS Text Module Level 3
word-break	https://www.w3.org/TR/2022/WD-css-text-4-20220318/#propdef-word-break	WD	CSS Text Module Level 4
word-spacing	http://www.w3.org/TR/2011/REC-CSS2-20110607/text.html#propdef-word-spacing	REC	CSS 2.1
word-spacing	https://www.w3.org/TR/2021/CRD-css-text-3-20210422/#propdef-word-spacing	CRD	CSS Text Module Level 3
word-spacing	https://www.w3.org/TR/2022/WD-css-text-4-20220318/#propdef-word-spacing	WD	CSS Text Module Level 4
word-wrap	https://www.w3.org/TR/2021/CRD-css-text-3-20210422/#propdef-word-wrap	CRD	CSS Text Module Level 3
word-wrap	https://www.w3.org/TR/2022/WD-css-text-4-20220318/#propdef-word-wrap	WD	CSS Text Module Level 4
wrap-after	https://www.w3.org/TR/2022/WD-css-text-4-20220318/#propdef-wrap-after	WD	CSS Text Module Level 4
wrap-before	https://www.w3.org/TR/2022/WD-css-text-4-20220318/#propdef-wrap-before	WD	CSS Text Module Level 4
wrap-flow	https://www.w3.org/TR/2015/WD-css3-exclusions-20150115/#propdef-wrap-flow	WD	CSS Exclusions Module Level 1
wrap-inside	https://www.w3.org/TR/2022/WD-css-text-4-20220318/#propdef-wrap-inside	WD	CSS Text Module Level 4
wrap-through	https://www.w3.org/TR/2015/WD-css3-exclusions-20150115/#propdef-wrap-through	WD	CSS Exclusions Module Level 1
writing-mode	https://www.w3.org/TR/2019/CR-css-writing-modes-4-20190730/#propdef-writing-mode	CR	CSS Writing Modes Level 4
writing-mode	https://www.w3.org/TR/2019/REC-css-writing-modes-3-20191210/#propdef-writing-mode	REC	CSS Writing Modes Level 3
z-index	http://www.w3.org/TR/2011/REC-CSS2-20110607/visuren.html#propdef-z-index	REC	CSS 2.1
